title,rework,severity,project,description
641,10,3,1,<br>The type of the "writeFunctors" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,1,<br>The type of the "remoteInterfaces" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,1,<br>The type of the "tempHash" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,1,<br>The type of the "iterationListeners" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,1,<br>The return type of this method should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,1,<br>The type of the "data" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,1,<br>The type of the "EXCPATTERNS" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,1,<br>The return type of this method should be an interface such as "Map" rather than the implementation "HashMap".
641,10,3,1,<br>The type of the "items" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,1,<br>The type of the "table" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,1,<br>The type of the "data" object should be an interface such as "Map" rather than the implementation "HashMap".
641,10,3,1,<br>The type of the "t" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,1,<br>The type of the "result" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,1,<br>The type of the "ldapContexts" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,1,<br>The type of the "result" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,1,<br>The type of the "newlist" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,1,<br>The type of the "classes" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,1,<br>The type of the "compiledComponents" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,1,<br>The type of the "readFunctors" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,1,<br>The type of the "ops" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,1,<br>The type of the "listenerSet" object should be an interface such as "Set" rather than the implementation "HashSet".
641,10,3,1,<br>The type of the "urlConfigs" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,1,<br>The type of the "pres" object should be an interface such as "List" rather than the implementation "LinkedList".
641,10,3,1,<br>The type of the "attrs" object should be an interface such as "Map" rather than the implementation "Hashtable".
641,10,3,1,<br>The type of the "dset" object should be an interface such as "List" rather than the implementation "ArrayList".
641,10,3,1,<br>The type of the "commands" object should be an interface such as "Set" rather than the implementation "HashSet".
644,5,3,1,<br>Make the "log" logger private static final and rename it to comply with the format "LOG(?:GER)?".
644,5,3,1,<br>Make the "_log" logger private static final and rename it to comply with the format "LOG(?:GER)?".
644,5,3,1,<br>Make the "logger" logger private static final and rename it to comply with the format "LOG(?:GER)?".
644,5,3,1,<br>Make the "l" logger private static final and rename it to comply with the format "LOG(?:GER)?".
644,5,3,1,<br>Rename the "log" logger to comply with the format "LOG(?:GER)?".
644,5,3,1,<br>Rename the "logger" logger to comply with the format "LOG(?:GER)?".
645,30,3,1,<br>Make this IP "127.0.0.1" address configurable.
648,30,3,1,<br>Refactor the code in order to not assign to this loop counter from within the loop body.
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "value".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "url".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "_maxLength".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "alias".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "res".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "node".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "extra".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "name".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "inForm".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "count".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "plainText".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "searchString".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "key".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "line".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "string".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "pTagString".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "label".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "_title".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "impls".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "strClassName".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "path".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "actual".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "ret".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "selectName".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "tree".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "areFollowingRedirect".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "link".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "className".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "reqAttr".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "content".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "remove_scanner".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "token".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "reader".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "base".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "file".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "expected".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "filename".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "s".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "current".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "_height".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "_width".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "i".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "input".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "splittee".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "t".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "state".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "myTarget".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "args".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "errorMsg".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "inputString".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "strPathsOrJars".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "text".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "displayMessage".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "baseUrl".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "breader".
649,5,3,1,<br>Introduce a new variable instead of reusing the parameter "pos".
655,30,4,1,<br>Don't try to be smarter than the JVM- remove this call to run the garbage collector.
660,30,4,1,<br>Override "equals(Object obj)" to comply with the contract of the "compareTo(T o)" method.
665,1,2,1,<br>Move this constructor to comply with Java Code Conventions.
665,1,2,1,<br>Move this variable to comply with Java Code Conventions.
667,20,2,1,<br>Move constants to a class or enum.
673,10,3,1,<br>Make BINDNAME a static final constant or non-public and provide accessors if needed.
673,10,3,1,<br>Make DEFAULT_NUMBER_OF_NODES a static final constant or non-public and provide accessors if needed.
673,10,3,1,<br>Make reinterpolated a static final constant or non-public and provide accessors if needed.
673,10,3,1,<br>Make stdout a static final constant or non-public and provide accessors if needed.
673,10,3,1,<br>Make tagData a static final constant or non-public and provide accessors if needed.
673,10,3,1,<br>Make VERBOSE a static final constant or non-public and provide accessors if needed.
673,10,3,1,<br>Make label a static final constant or non-public and provide accessors if needed.
673,10,3,1,<br>Make className a static final constant or non-public and provide accessors if needed.
673,10,3,1,<br>Make noFeedback a static final constant or non-public and provide accessors if needed.
673,10,3,1,<br>Make DEFAULT_REFRESH_PERIOD a static final constant or non-public and provide accessors if needed.
677,2,3,1,<br>Identical sub-expressions on both sides of operator "||"
679,60,3,1,<br>Replace this usage of Sun classes by ones from the Java API.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://www.google.com/test.html" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Search" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Expected Image" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Error loading class " 10 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</binddn></operation>" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "first node" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Node should be a script tag" 5 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "https:h" 6 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</BODY>\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "------------------------------" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Link Plain Text" 6 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Invalid daemon port" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "error on " 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</HTML>\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "INBOX" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Look and Feel unavailable:" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Node should be a HTMLImageTag" 6 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "remote_start_all" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "testelement" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "This should never happen." 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "jms_request" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "HTML Raw String" 11 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Thread " 7 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<META name=\"subject\" content=\"\">\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "java.class.path" 5 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "child count" 15 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<custom>" 12 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Third node should be a string node" 6 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Second Element" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "current state is " 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "  line:    " 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "unbind" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<CUSTOM>something</CUSTOM>" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://a/b/c/g" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</dn>" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Should be a HTMLFormTag" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Type=" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Links" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://www.yahoo.com/ghi" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Problem retrieving gui for " 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "collection" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "jndi_method_button_reflect" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "script" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "child" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "The node should be a link tag" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Body Scanner" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Beanshell Interpreter not found" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Wrong encoding" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "should be Tag" 12 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Param1" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http.proxyPort" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Modify" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<HTML>\n" 6 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "-------------------------------\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "property" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</Custom>" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "        return (ret.toString ())-" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "   Whats gonna happen now ?\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "HEIGHT" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "HTMLParser.openConnection() : Error in opening a connection to " 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://transfer.go.com" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Node 0 should be Form Tag" 5 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Value" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "second node" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Node identified should be HTMLImageTag" 10 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://htmlparser.sourceforge.net/test/example.html" 6 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://www.yahoo.com" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Can't register a converter: " 7 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "        int length-" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "    }" 8 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<Custom>\n" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Forward" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "332820" 9 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Foo\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "JMeter Save Service" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal " document.write ('xxx')-\r\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "/cgi-bin/view_search?query_text=postdate>20020701&txt_clr=White&bg_clr=Red&url=http://localhost/Testing/Report1.html" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "ending loc" 13 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://a/g" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "sbind" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http.proxyHost" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Expected contents" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "two tags different" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</table>" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "The image locn" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Node should be a tag" 7 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Node contents" 5 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Expected nodes" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "    {" 8 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "First node should be HTMLStringNode" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "browse" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "        StringBuffer ret-" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://normallink.com/sometext.html" 5 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "  URI:    :" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<Custom/>" 8 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "**Parsing Warning**\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</CUSTOM>" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<Custom>" 7 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Header count=" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<!-- saved from url=(0022)http://internet.e-mail -->\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Remark Node contents" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://www.yle.fi/" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<binddn>" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "YOURPARAMETER" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Error invoking bsh method " 12 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "VALUE" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "class" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<TR><TD ALIGN=\"center\">&nbsp-</TD></TR>\r\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<table>" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "[\"']" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Contents of the tag" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<another>" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<tr>\n" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "        {" 5 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Error processing logging config " 6 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Title" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Bad class element = " 6 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "First String node contents" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Third node has incorrect text" 6 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</tr>\n" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</TEST>\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://www.google.com/test/index.html" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://www.yahoo.com/abc/def/mypic.jpg" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "� is the division sign." 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</script>" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Can't instantiate BeanShell" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Node should be a HTMLRemarkNode but was " 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Label" 9 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "        }" 5 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Collapse" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</SCRIPT>" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Error parsing function: " 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "attribute 2" 7 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Welcome to HTMLParser" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "starting line position" 10 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "text/xml" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal " superseded by " 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</Custom>" 7 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "    /**" 8 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "     */" 8 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "first child" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal ": class is not found" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<BODY>\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "  Message: " 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "-->\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Tag Contents" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<custom>\n" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Error processing Javascript" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Node should be a HTMLLinkTag" 8 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "attribute 1" 7 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "The division sign (�) is �" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "</td>" 5 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal " document.write ('yyy')-\r\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://www.yahoo.com" 7 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<HEAD><META name=\"title\" content=\"Training Introduction\">\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "http://www.google.com/test/index.html" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Expected HTML" 5 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Existing Manager " 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "First node should be a HTMLRemarkNode" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "HTML String" 13 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Number of Adjustments" 5 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Expected Link" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<table width=128 height=96 border=0 cellpadding=0 cellspacing=0><tr valign=\"top\">\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "custom tag should not be xml end tag" 10 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "attribute" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Link incorrect!!" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Invalid call sequence" 5 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Link URL of link tag" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Node identified should be HTMLLinkTag" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "else\r\n" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Unclosed" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "submit" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Node should be a HTMLRemarkNode" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Label value" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Link incorrect" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Link Text of link tag" 3 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Label Scanner" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "<someTag></someTag>" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "script code" 4 times.
680,10,2,1,<br>Define a constant instead of duplicating this literal "Kaarle's homepage" 3 times.
