id,value,severity
src/protocol/java/org/apache/jmeter/protocol/java/sampler,,
src/protocol/java/org/apache/jmeter/protocol/java/sampler/BeanShellSampler.java,1,3
src/protocol/java/org/apache/jmeter/protocol/java/sampler/JavaSamplerContext.java,1,3
src/protocol/java/org/apache/jmeter/protocol/java/test,,
src/protocol/java/org/apache/jmeter/protocol/java/test/JavaTest.java,1,3
src/protocol/java/org/apache/jmeter/protocol/java/test/SleepTest.java,1,3
src/protocol/jdbc,,
src/protocol/jdbc/org,,
src/protocol/jdbc/org/apache,,
src/protocol/jdbc/org/apache/jmeter,,
src/protocol/jdbc/org/apache/jmeter/protocol,,
src/protocol/jdbc/org/apache/jmeter/protocol/jdbc,,
src/protocol/jdbc/org/apache/jmeter/protocol/jdbc/config,,
src/protocol/jdbc/org/apache/jmeter/protocol/jdbc/config/DataSourceElementBeanInfo.java,1,3
src/protocol/jdbc/org/apache/jmeter/protocol/jdbc/JDBCTestElementBeanInfoSupport.java,1,3
src/protocol/jms,,
src/protocol/jms/org,,
src/protocol/jms/org/apache,,
src/protocol/jms/org/apache/jmeter,,
src/protocol/jms/org/apache/jmeter/protocol,,
src/protocol/jms/org/apache/jmeter/protocol/jms,,
src/protocol/jms/org/apache/jmeter/protocol/jms/control,,
src/protocol/jms/org/apache/jmeter/protocol/jms/control/gui,,
src/protocol/jms/org/apache/jmeter/protocol/jms/control/gui/JMSPropertiesPanel.java,1,3
src/protocol/jms/org/apache/jmeter/protocol/jms/sampler,,
src/protocol/jms/org/apache/jmeter/protocol/jms/sampler/JMSSampler.java,1,3
src/protocol/jms/org/apache/jmeter/protocol/jms/sampler/PublisherSampler.java,1,3
src/protocol/jms/org/apache/jmeter/protocol/jms/sampler/SubscriberSampler.java,1,3
src/protocol/ldap,,
src/protocol/ldap/org,,
src/protocol/ldap/org/apache,,
src/protocol/ldap/org/apache/jmeter,,
src/protocol/ldap/org/apache/jmeter/protocol,,
src/protocol/ldap/org/apache/jmeter/protocol/ldap,,
src/protocol/ldap/org/apache/jmeter/protocol/ldap/config,,
src/protocol/ldap/org/apache/jmeter/protocol/ldap/config/gui,,
src/protocol/ldap/org/apache/jmeter/protocol/ldap/config/gui/LDAPArgument.java,1,3
src/protocol/ldap/org/apache/jmeter/protocol/ldap/config/gui/LDAPArgumentsPanel.java,1,3
src/protocol/ldap/org/apache/jmeter/protocol/ldap/config/gui/LdapConfigGui.java,1,3
src/protocol/ldap/org/apache/jmeter/protocol/ldap/config/gui/LdapExtConfigGui.java,1,3
src/protocol/ldap/org/apache/jmeter/protocol/ldap/sampler,,
src/protocol/ldap/org/apache/jmeter/protocol/ldap/sampler/LDAPExtSampler.java,1,3
src/protocol/ldap/org/apache/jmeter/protocol/ldap/sampler/LDAPSampler.java,1,3
src/protocol/mail,,
src/protocol/mail/org,,
src/protocol/mail/org/apache,,
src/protocol/mail/org/apache/jmeter,,
src/protocol/mail/org/apache/jmeter/protocol,,
src/protocol/mail/org/apache/jmeter/protocol/smtp,,
src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler,,
src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler/protocol,,
src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler/protocol/LocalTrustStoreSSLSocketFactory.java,1,3
src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler/protocol/TrustAllSSLSocketFactory.java,1,3
src/protocol/mongodb,,
src/protocol/mongodb/org,,
src/protocol/mongodb/org/apache,,
src/protocol/mongodb/org/apache/jmeter,,
src/protocol/mongodb/org/apache/jmeter/protocol,,
src/protocol/mongodb/org/apache/jmeter/protocol/mongodb,,
src/protocol/mongodb/org/apache/jmeter/protocol/mongodb/config,,
src/protocol/mongodb/org/apache/jmeter/protocol/mongodb/config/MongoSourceElementBeanInfo.java,1,3
