title,amount,severity,project,description
673,5,3,23, <br>Make propertyName a static final constant or non-public and provide accessors if needed.<br>Make startedThreads a static final constant or non-public and provide accessors if needed.<br>Make activeThreads a static final constant or non-public and provide accessors if needed.<br>Make finishedThreads a static final constant or non-public and provide accessors if needed.<br>Make two a static final constant or non-public and provide accessors if needed.
680,70,2,23, <br>Define a constant instead of duplicating this literal "Error processing Javascript: [" 4 times.<br>Define a constant instead of duplicating this literal "-keypass" 3 times.<br>Define a constant instead of duplicating this literal "-storepass" 4 times.<br>Define a constant instead of duplicating this literal "jmeter.logfile" 3 times.<br>Define a constant instead of duplicating this literal "getPercentPoint" 3 times.<br>Define a constant instead of duplicating this literal "Error during close: " 4 times.<br>Define a constant instead of duplicating this literal "Cannot write to '" 5 times.<br>Define a constant instead of duplicating this literal "aggregate_graph_style" 3 times.<br>Define a constant instead of duplicating this literal "getKey" 3 times.<br>Define a constant instead of duplicating this literal "aggregate_report_xx_pct1_line" 3 times.<br>Define a constant instead of duplicating this literal "baseobj" 4 times.<br>Define a constant instead of duplicating this literal "returning sample" 3 times.<br>Define a constant instead of duplicating this literal "regexp_tester_title" 3 times.<br>Define a constant instead of duplicating this literal "aggregate_report_xx_pct2_line" 3 times.<br>Define a constant instead of duplicating this literal "Matched!" 3 times.<br>Define a constant instead of duplicating this literal " - see log for details" 3 times.<br>Define a constant instead of duplicating this literal "error_title" 6 times.<br>Define a constant instead of duplicating this literal "textbox_tooltip_cell" 3 times.<br>Define a constant instead of duplicating this literal "aggregate_report_max" 3 times.<br>Define a constant instead of duplicating this literal "Type={}. {}" 3 times.<br>Define a constant instead of duplicating this literal "Search" 3 times.<br>Define a constant instead of duplicating this literal "-keystore" 3 times.<br>Define a constant instead of duplicating this literal "ssl.socketFactory.fallback" 4 times.<br>Define a constant instead of duplicating this literal "Invalid call sequence" 5 times.<br>Define a constant instead of duplicating this literal "aggregate_report_median" 3 times.<br>Define a constant instead of duplicating this literal "{} {} {}" 5 times.<br>Define a constant instead of duplicating this literal "Header count=" 3 times.<br>Define a constant instead of duplicating this literal "view_results_tab_response" 3 times.<br>Define a constant instead of duplicating this literal "getValue" 3 times.<br>Define a constant instead of duplicating this literal "toolbar_icon_set_not_found" 4 times.<br>Define a constant instead of duplicating this literal "toolbar/" 3 times.<br>Define a constant instead of duplicating this literal "File " 4 times.<br>Define a constant instead of duplicating this literal "reportgenerator_summary_statistics_percentile_fmt" 3 times.<br>Define a constant instead of duplicating this literal "view_results_table_result_tab_parsed" 3 times.<br>Define a constant instead of duplicating this literal "Problem creating image file" 4 times.<br>Define a constant instead of duplicating this literal "Consumer failed with message :" 6 times.<br>Define a constant instead of duplicating this literal "file_visualizer_filename" 3 times.<br>Define a constant instead of duplicating this literal "#0.00" 4 times.<br>Define a constant instead of duplicating this literal "binddn" 3 times.<br>Define a constant instead of duplicating this literal "Speed (cps) <= 0" 3 times.<br>Define a constant instead of duplicating this literal "Error parsing function: {}" 3 times.<br>Define a constant instead of duplicating this literal "<CRLF>" 3 times.<br>Define a constant instead of duplicating this literal "#0.00" 6 times.<br>Define a constant instead of duplicating this literal "close" 3 times.<br>Define a constant instead of duplicating this literal "Replacement result: {}" 3 times.<br>Define a constant instead of duplicating this literal "[\"']" 4 times.<br>Define a constant instead of duplicating this literal "entrydn" 3 times.<br>Define a constant instead of duplicating this literal "Command was interrupted\n" 3 times.<br>Define a constant instead of duplicating this literal "boundaryextractor_tester_title" 3 times.<br>Define a constant instead of duplicating this literal "aggregate_report_xx_pct3_line" 3 times.<br>Define a constant instead of duplicating this literal "Consumer failed with message :" 5 times.<br>Define a constant instead of duplicating this literal "Delete" 3 times.<br>Define a constant instead of duplicating this literal "aggregate_report_min" 3 times.<br>Define a constant instead of duplicating this literal "File never reserved: " 3 times.<br>Define a constant instead of duplicating this literal " called with wrong number of parameters. Actual: " 3 times.<br>Define a constant instead of duplicating this literal "search_text_button_find" 4 times.<br>Define a constant instead of duplicating this literal "aggregate_graph_size" 3 times.<br>Define a constant instead of duplicating this literal "cssjquery_tester_title" 3 times.<br>Define a constant instead of duplicating this literal "view_results_tab_request" 3 times.<br>Define a constant instead of duplicating this literal "Problem retrieving gui" 3 times.<br>Define a constant instead of duplicating this literal "user.dir" 3 times.<br>Define a constant instead of duplicating this literal "Modify" 3 times.<br>Define a constant instead of duplicating this literal "attributes" 5 times.<br>Define a constant instead of duplicating this literal "average" 3 times.<br>Define a constant instead of duplicating this literal " already in use" 3 times.<br>Define a constant instead of duplicating this literal "searchresults" 3 times.
682,1,3,23, <br>Extend "java.lang.Exception" or one of its subclasses.
683,22,3,23, <br>This block of commented-out lines of code should be removed.
690,1,4,23, <br>This loop's stop condition tests "hasNext()" but the incrementer updates "i".
692,1,3,23, <br>Remove this empty statement.
697,2,2,23, <br>Replace this "switch" statement by "if" statements to increase readability.
699,45,3,23, <br>Replace this usage of System.out or System.err by a logger.
704,1,4,23, <br>Remove this hard-coded password.
705,3,3,23, <br>Extract the assignment out of this expression.
708,20,3,23, <br>Refactor this method to throw at most one checked exception instead of: java.awt.datatransfer.UnsupportedFlavorException- java.io.IOException<br>Refactor this method to throw at most one checked exception instead of: .- java.lang.InterruptedException<br>Refactor this method to throw at most one checked exception instead of: java.lang.InstantiationException- java.lang.IllegalAccessException<br>Refactor this method to throw at most one checked exception instead of: javax.xml.stream.XMLStreamException- javax.xml.stream.FactoryConfigurationError<br>Refactor this method to throw at most one checked exception instead of: .- java.io.IOException- java.lang.InterruptedException<br>Refactor this method to throw at most one checked exception instead of: java.lang.InterruptedException- java.util.concurrent.BrokenBarrierException<br>Refactor this method to throw at most one checked exception instead of: .- javax.xml.stream.FactoryConfigurationError<br>Refactor this method to throw at most one checked exception instead of: java.rmi.RemoteException- .<br>Refactor this method to throw at most one checked exception instead of: java.security.NoSuchAlgorithmException- java.security.cert.CertificateException- java.io.IOException- java.security.KeyStoreException- java.security.UnrecoverableKeyException<br>Refactor this method to throw at most one checked exception instead of: java.lang.InterruptedException- java.util.concurrent.BrokenBarrierException- java.util.concurrent.TimeoutException<br>Refactor this method to throw at most one checked exception instead of: java.lang.InterruptedException- java.io.IOException<br>Refactor this method to throw at most one checked exception instead of: .- javax.naming.NamingException<br>Refactor this method to throw at most one checked exception instead of: javax.xml.parsers.ParserConfigurationException- org.xml.sax.SAXException- java.io.IOException- .<br>Refactor this method to throw at most one checked exception instead of: .- java.io.IOException
709,12,3,23, <br>Reduce the total number of break and continue statement in this loop to use at most one.
715,7,3,23, <br>Add the missing @deprecated Javadoc tag.
720,1,4,23, <br>Either remove this useless object instantiation of class "SimpleDateFormat" or use it
727,238,3,23, <br>Either log or rethrow this exception.
729,23,3,23, <br>Return an empty collection instead of null.<br>Return an empty array instead of null.
733,4,3,23, <br>Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
